AÑO;MES;Código del Cliente;Nombre del Cliente;Nombre Doc;Número del Documento;Fecha;Nombre del Vendedor;Cond. Pago;Línea;Cod. Producto;Desc. Producto;Cantidad;Precio Unitario;Descuento;Total Detalle;LL1;N° SEMANA;ORDEN CORRELATIVO
2025;ENE;77.432.592-1;FRANFER SPA;F.VTA AFECTA RS ELECT.;17133;45659;VENDEDOR;CREDITO30;1;YT21154;"ALICATE DE PUNTA AISLADO 1000V. 6"" 160MML";2;15500;-35;20150;ENE2025;1;60523
2025;ENE;77.432.592-1;FRANFER SPA;F.VTA AFECTA RS ELECT.;17133;45659;VENDEDOR;CREDITO30;2;YT01234T;JABON MECANICO 2 LTS.;10;10490;-35;68185;ENE2025;1;60524
2025;ENE;77.432.592-1;FRANFER SPA;F.VTA AFECTA RS ELECT.;17134;45659;VENDEDOR;CREDITO30;1;YT0348;LLAVE PUNTA CORONA 19 MM;1;5490;-35;3569;ENE2025;1;60525
2025;ENE;77.432.592-1;FRANFER SPA;F.VTA AFECTA RS ELECT.;17134;45659;VENDEDOR;CREDITO30;2;YT74728;GUANTES DE TRABAJO NYLON/PU T.8;50;1950;-35;63375;ENE2025;1;60526
2025;ENE;77.432.592-1;FRANFER SPA;F.VTA AFECTA RS ELECT.;17134;45659;VENDEDOR;CREDITO30;3;YT7473;GUANTES DE TRABAJO NYLON/PU T.10;50;1950;-35;63375;ENE2025;1;60527
2025;ENE;77.432.592-1;FRANFER SPA;F.VTA AFECTA RS ELECT.;17134;45659;VENDEDOR;CREDITO30;4;'530424;"CINTA TEFLON 3/4"" X 10 MTS";1;950;-35;618;ENE2025;1;60528
2025;ENE;76.045.151-7;AUTOMOTRIZ ASC APOQUINDO LTDA.;F.VTA AFECTA RS ELECT.;17135;45659;ENRIQUE HERNANDEZ PEREZ;CREDITO30;1;'168171;DADO 1/2 IMPACTO LARGO 17MM;1;5700;0;5700;ENE2025;1;60529
2025;ENE;76.045.151-7;AUTOMOTRIZ ASC APOQUINDO LTDA.;F.VTA AFECTA RS ELECT.;17135;45659;ENRIQUE HERNANDEZ PEREZ;CREDITO30;2;'168191;DADO 1/2 IMPACTO LARGO 19MM;1;6000;0;6000;ENE2025;1;60530
2025;ENE;76.045.151-7;AUTOMOTRIZ ASC APOQUINDO LTDA.;F.VTA AFECTA RS ELECT.;17135;45659;ENRIQUE HERNANDEZ PEREZ;CREDITO30;3;'168211;DADO 1/2 IMPACTO LARGO 21MM;1;6075;0;6075;ENE2025;1;60531
2025;ENE;76.045.151-7;AUTOMOTRIZ ASC APOQUINDO LTDA.;F.VTA AFECTA RS ELECT.;17135;45659;ENRIQUE HERNANDEZ PEREZ;CREDITO30;4;'168221;DADO 1/2 IMPACTO LARGO 22MM;1;6300;0;6300;ENE2025;1;60532
2025;ENE;76.045.151-7;AUTOMOTRIZ ASC APOQUINDO LTDA.;F.VTA AFECTA RS ELECT.;17135;45659;ENRIQUE HERNANDEZ PEREZ;CREDITO30;5;YT10560;"DADO DE IMPACTO LARGO 1/2"" PARA M.BENZ 17 MM";1;9675;0;9675;ENE2025;1;60533
2025;ENE;76.045.151-7;AUTOMOTRIZ ASC APOQUINDO LTDA.;F.VTA AFECTA RS ELECT.;17136;45659;ENRIQUE HERNANDEZ PEREZ;CREDITO30;1;DND4017;JUEGO SACA FILTROS COPA 30 PIEZAS;1;76930;0;76930;ENE2025;1;60534
2025;ENE;77.523.791-0;COMERCIAL CMS SPA;F.VTA AFECTA RS ELECT.;17137;45659;VENDEDOR;CREDITO30;1;YT07115;BOMBA DE TRASVASIJE PARA ACEITE;4;42500;-35;110500;ENE2025;1;60535
2025;ENE;77.303.371-4;QUICK PRO SPA;F.VTA AFECTA RS ELECT.;17138;45659;VENDEDOR;CONTADO;1;AAA261;CANDADO BRONCE 20 MM;2;2600;-35;3380;ENE2025;1;60536
2025;ENE;77.303.371-4;QUICK PRO SPA;F.VTA AFECTA RS ELECT.;17138;45659;VENDEDOR;CONTADO;2;'616171;SET FUNDA ADAPTADOR BORNE BATERIA TIPO JIS;6;2590;-35;10101;ENE2025;1;60537
2025;ENE;99.595.100-2;SERVICIO LUCAS DIESEL S A;N.C. AFECTA VTA ELECT.;959;45660;ENRIQUE HERNANDEZ PEREZ;CREDITO30;1;YT2449;"ALICATE CAIMAN 5"" TOMA CURVA 125MM";-2;-7400;0;-14800;ENE2025;1;60538
2025;ENE;77.432.592-1;FRANFER SPA;F.VTA AFECTA RS ELECT.;17139;45660;VENDEDOR;CREDITO30;1;VT01148;ALICATE ABRAZADERA HOMOCINETICA;1;34900;-35;22685;ENE2025;1;60539
2025;ENE;77.432.592-1;FRANFER SPA;F.VTA AFECTA RS ELECT.;17139;45660;VENDEDOR;CREDITO30;2;YT2801;"DESTORNILLADOR DE IMPACTO CUADRANTE DE 1/2"", 8 PIEZAS";1;35500;-35;23075;ENE2025;1;60540
2025;ENE;77.432.592-1;FRANFER SPA;F.VTA AFECTA RS ELECT.;17139;45660;VENDEDOR;CREDITO30;3;TRTK5;KIT REPARACIÓN AGUJA / LEZNA CON PEGAMENTO;3;9500;-35;18525;ENE2025;1;60541
2025;ENE;99.595.100-2;SERVICIO LUCAS DIESEL S A;F.VTA AFECTA RS ELECT.;17140;45660;ENRIQUE HERNANDEZ PEREZ;CREDITO30;1;YT2451;"ALICATE CAIMAN 10"" TOMA CURVA";2;13900;0;27800;ENE2025;1;60542
2025;ENE;77.303.371-4;QUICK PRO SPA;F.VTA AFECTA RS ELECT.;17141;45660;VENDEDOR;CONTADO;1;DND2001;ALICATE ABRAZADERAS CON PIOLA;1;24900;-35;16185;ENE2025;1;60543
2025;ENE;77.322.513-3;MOTS S&T SPA;F.VTA AFECTA RS ELECT.;17142;45660;VENDEDOR;CREDITO30;1;YT55557;TECLE PLUMA PLEGABLE 2 TONELADAS;1;599000;-35;389350;ENE2025;1;60544
2025;ENE;77.322.513-3;MOTS S&T SPA;F.VTA AFECTA RS ELECT.;17142;45660;VENDEDOR;CREDITO30;2;HLFJ0501;GATA LARGA HIDRAULICA TIPO CAIMAN 5 T;1;1099000;-35;714350;ENE2025;1;60545
2025;ENE;77.322.513-3;MOTS S&T SPA;F.VTA AFECTA RS ELECT.;17143;45660;VENDEDOR;CREDITO30;1;RE9002;VOLANTE PARA TRASLADO DE TAMBORES;1;489900;0;489900;ENE2025;1;60546
2025;ENE;77.322.513-3;MOTS S&T SPA;F.VTA AFECTA RS ELECT.;17143;45660;VENDEDOR;CREDITO30;2;RECGASDESPACHO;RECUPERACION GASTOS DE DESPACHO;1;21448;0;21448;ENE2025;1;60547
2025;ENE;9.581.596-0;ANDRES EDUARDO GAJARDO SMITH;F.VTA AFECTA RS ELECT.;17144;45660;VENDEDOR;CONTADO;1;YT3103;SERRUCHO 500 MM;1;4771;0;4771;ENE2025;1;60548
2025;ENE;96.565.580-8;CIA DE LEASING TATTERSALL S A;N.C. AFECTA VTA ELECT.;960;45663;ENRIQUE HERNANDEZ PEREZ;CREDITO30;1;'300006;BOMBA SAMOA A PALANCA PARA TRASVASE DE AD-BLUE;-1;-69200;0;-69200;ENE2025;2;60549
2025;ENE;96.565.580-8;CIA DE LEASING TATTERSALL S A;N.C. AFECTA VTA ELECT.;960;45663;ENRIQUE HERNANDEZ PEREZ;CREDITO30;2;YT07115;BOMBA DE TRASVASIJE PARA ACEITE;-3;-34000;0;-102000;ENE2025;2;60550
2025;ENE;96.565.580-8;CIA DE LEASING TATTERSALL S A;N.C. AFECTA VTA ELECT.;960;45663;ENRIQUE HERNANDEZ PEREZ;CREDITO30;3;YT6237;JUEGO DE LIMAS 3 PIEZAS;-1;-18800;0;-18800;ENE2025;2;60551
2025;ENE;96.565.580-8;CIA DE LEASING TATTERSALL S A;N.C. AFECTA VTA ELECT.;960;45663;ENRIQUE HERNANDEZ PEREZ;CREDITO30;4;'61903;LLAVE DE CORREA PARA FILTROS ACEITE HASTA 300MM;-4;-14320;0;-57280;ENE2025;2;60552
2025;ENE;96.565.580-8;CIA DE LEASING TATTERSALL S A;N.C. AFECTA VTA ELECT.;960;45663;ENRIQUE HERNANDEZ PEREZ;CREDITO30;5;YT0143;SET LLAVES NIPLERAS 4 PZS;-1;-15991;0;-15991;ENE2025;2;60553
2025;ENE;96.565.580-8;CIA DE LEASING TATTERSALL S A;N.C. AFECTA VTA ELECT.;960;45663;ENRIQUE HERNANDEZ PEREZ;CREDITO30;6;YT39612;JUEGO DE 3 ALICATES (CORTANTE, DE PUNTA Y UNIVERSAL);-4;-29250;0;-117000;ENE2025;2;60554
2025;ENE;96.565.580-8;CIA DE LEASING TATTERSALL S A;N.C. AFECTA VTA ELECT.;960;45663;ENRIQUE HERNANDEZ PEREZ;CREDITO30;7;YT2276;ALICATE PELACABLE L 170MM;-4;-26250;0;-105000;ENE2025;2;60555
2025;ENE;96.565.580-8;CIA DE LEASING TATTERSALL S A;N.C. AFECTA VTA ELECT.;960;45663;ENRIQUE HERNANDEZ PEREZ;CREDITO30;8;YT2451;"ALICATE CAIMAN 10"" TOMA CURVA";-4;-11120;0;-44480;ENE2025;2;60556
2025;ENE;96.565.580-8;CIA DE LEASING TATTERSALL S A;N.C. AFECTA VTA ELECT.;960;45663;ENRIQUE HERNANDEZ PEREZ;CREDITO30;9;YT0186;LLAVE NIPLERA ARTICULADA 14MM;-4;-15920;0;-63680;ENE2025;2;60557
2025;ENE;96.565.580-8;CIA DE LEASING TATTERSALL S A;N.C. AFECTA VTA AS ELECT.;961;45663;ENRIQUE HERNANDEZ PEREZ;CREDITO30;1;'65803;HERRAMIENTA CALIPER FRENO;-2;-21000;0;-42000;ENE2025;2;60558
2025;ENE;96.565.580-8;CIA DE LEASING TATTERSALL S A;N.C. AFECTA VTA AS ELECT.;961;45663;ENRIQUE HERNANDEZ PEREZ;CREDITO30;2;92219T;JUEGOS DE DADOS 1/2 TORX MACHOS Y HEMBRA 19 PIEZAS;-1;-42900;0;-42900;ENE2025;2;60559
2025;ENE;96.565.580-8;CIA DE LEASING TATTERSALL S A;N.C. AFECTA VTA AS ELECT.;961;45663;ENRIQUE HERNANDEZ PEREZ;CREDITO30;3;1299H4;"JGO. 9 DADOS C/PUNTA ALLEN, 1/2""";-1;-21600;0;-21600;ENE2025;2;60560
2025;ENE;96.565.580-8;CIA DE LEASING TATTERSALL S A;N.C. AFECTA VTA AS ELECT.;961;45663;ENRIQUE HERNANDEZ PEREZ;CREDITO30;4;YT05997;JUEGO DE DADOS 3/8 PARA TAPON DE CARTER 6 PIEZAS;-1;-18800;0;-18800;ENE2025;2;60561
2025;ENE;96.565.580-8;CIA DE LEASING TATTERSALL S A;N.C. AFECTA VTA AS ELECT.;961;45663;ENRIQUE HERNANDEZ PEREZ;CREDITO30;5;VI02940;LLAVE CORREA PARA FILTROS;-4;-9595;0;-38380;ENE2025;2;60562
2025;ENE;96.565.580-8;CIA DE LEASING TATTERSALL S A;N.C. AFECTA VTA AS ELECT.;961;45663;ENRIQUE HERNANDEZ PEREZ;CREDITO30;6;YT2451;"ALICATE CAIMAN 10"" TOMA CURVA";-4;-8452;0;-33808;ENE2025;2;60563
2025;ENE;96.565.580-8;CIA DE LEASING TATTERSALL S A;N.C. AFECTA VTA AS ELECT.;961;45663;ENRIQUE HERNANDEZ PEREZ;CREDITO30;7;K650;KIT CON 650 PIEZAS (BROCHES Y DESMONTADORES);-1;-20720;0;-20720;ENE2025;2;60564
2025;ENE;96.565.580-8;CIA DE LEASING TATTERSALL S A;N.C. AFECTA VTA AS ELECT.;961;45663;ENRIQUE HERNANDEZ PEREZ;CREDITO30;8;A1076;JUEGO SACA FILTROS COPA 30 PIEZAS;-1;-104934;0;-104934;ENE2025;2;60565
2025;ENE;96.565.580-8;CIA DE LEASING TATTERSALL S A;N.C. AFECTA VTA AS ELECT.;961;45663;ENRIQUE HERNANDEZ PEREZ;CREDITO30;9;YT2800;"DESTORNILLADOR DE IMPACTO ERGONOMICO DE 1/2"", 8 PIEZAS";-1;-24850;0;-24850;ENE2025;2;60566
2025;ENE;96.565.580-8;CIA DE LEASING TATTERSALL S A;N.C. AFECTA VTA AS ELECT.;961;45663;ENRIQUE HERNANDEZ PEREZ;CREDITO30;10;YT06876;CAJA SURTIDO O-RING 419 UNIDADES;-1;-13230;0;-13230;ENE2025;2;60567
2025;ENE;96.565.580-8;CIA DE LEASING TATTERSALL S A;N.C. AFECTA VTA AS ELECT.;961;45663;ENRIQUE HERNANDEZ PEREZ;CREDITO30;11;YT83113;TESTER DIGITAL BATERIA 200-1200CCA;-1;-45430;0;-45430;ENE2025;2;60568
2025;ENE;96.565.580-8;CIA DE LEASING TATTERSALL S A;N.C. AFECTA VTA AS ELECT.;961;45663;ENRIQUE HERNANDEZ PEREZ;CREDITO30;12;AL018003798001;TESTER DE CORRIENTE 6-24V;-4;-6293;0;-25172;ENE2025;2;60569
2025;ENE;96.565.580-8;CIA DE LEASING TATTERSALL S A;N.C. AFECTA VTA AS ELECT.;961;45663;ENRIQUE HERNANDEZ PEREZ;CREDITO30;13;LHEAD1;LAMPARA RECARGABLE DE CABEZA 400 LUMENES;-4;-18193;0;-72772;ENE2025;2;60570
2025;ENE;96.565.580-8;CIA DE LEASING TATTERSALL S A;N.C. AFECTA VTA AS ELECT.;961;45663;ENRIQUE HERNANDEZ PEREZ;CREDITO30;14;YT36012;REMACHADOR MANUAL;-1;-18130;0;-18130;ENE2025;2;60571
2025;ENE;96.565.580-8;CIA DE LEASING TATTERSALL S A;N.C. AFECTA VTA AS ELECT.;961;45663;ENRIQUE HERNANDEZ PEREZ;CREDITO30;15;YT1054;"JGO. DADOS IMPACTO 1/2"" LARGOS, 11 PCS.";-1;-34930;0;-34930;ENE2025;2;60572
2025;ENE;96.565.580-8;CIA DE LEASING TATTERSALL S A;N.C. AFECTA VTA AS ELECT.;961;45663;ENRIQUE HERNANDEZ PEREZ;CREDITO30;16;T00135;KIT REPARACION NEUMATICOS;-2;-17493;0;-34986;ENE2025;2;60573
2025;ENE;96.565.580-8;CIA DE LEASING TATTERSALL S A;N.C. AFECTA VTA AS ELECT.;961;45663;ENRIQUE HERNANDEZ PEREZ;CREDITO30;17;'10145;TARUGOS PARCHE NEUMATICOS DISPLAY 5 UNIDADES;-5;-1050;0;-5250;ENE2025;2;60574
2025;ENE;96.565.580-8;CIA DE LEASING TATTERSALL S A;N.C. AFECTA VTA AS ELECT.;961;45663;ENRIQUE HERNANDEZ PEREZ;CREDITO30;18;PSMTG8;PISTOLA INFLADORA CON MANOMETRO USO PESADO;-2;-17493;0;-34986;ENE2025;2;60575
2025;ENE;96.565.580-8;CIA DE LEASING TATTERSALL S A;N.C. AFECTA VTA AS ELECT.;961;45663;ENRIQUE HERNANDEZ PEREZ;CREDITO30;19;YT8273;CAUTIN ELECTRICO 80W;-1;-13930;0;-13930;ENE2025;2;60576
2025;ENE;96.565.580-8;CIA DE LEASING TATTERSALL S A;N.C. AFECTA VTA AS ELECT.;961;45663;ENRIQUE HERNANDEZ PEREZ;CREDITO30;20;HE05064;TINTE DETECTOR DE FUGAS UV 1 OZ 29.5 ML;-1;-15393;0;-15393;ENE2025;2;60577
2025;ENE;96.565.580-8;CIA DE LEASING TATTERSALL S A;N.C. AFECTA VTA AS ELECT.;961;45663;ENRIQUE HERNANDEZ PEREZ;CREDITO30;21;XMLT6UV;LINTERNA LED RECARGABLE ULTRAVIOLETA;-1;-16093;0;-16093;ENE2025;2;60578
2025;ENE;96.565.580-8;CIA DE LEASING TATTERSALL S A;N.C. AFECTA VTA AS ELECT.;961;45663;ENRIQUE HERNANDEZ PEREZ;CREDITO30;22;KEP82;KIT 82 EXTRACTORES DE PINES;-1;-24493;0;-24493;ENE2025;2;60579
2025;ENE;96.565.580-8;CIA DE LEASING TATTERSALL S A;N.C. AFECTA VTA AS ELECT.;961;45663;ENRIQUE HERNANDEZ PEREZ;CREDITO30;23;YT0844;SET DE REMOVEDORES DE TAPIZ 11 PIEZAS;-1;-20930;0;-20930;ENE2025;2;60580
2025;ENE;96.565.580-8;CIA DE LEASING TATTERSALL S A;N.C. AFECTA VTA AS ELECT.;961;45663;ENRIQUE HERNANDEZ PEREZ;CREDITO30;24;YT0661;IMAN TELESCOPICO 250 - 750 MM;-4;-7350;0;-29400;ENE2025;2;60581
2025;ENE;96.538.460-K;SCANIA CHILE S A;F.VTA AFECTA RS ELECT.;17145;45663;VENDEDOR;CREDITO30;1;YT09615;"LLAVE DE IMPACTO 1"" EJE LARGO 3200 NM";1;386250;0;386250;ENE2025;2;60582
2025;ENE;76.172.595-5;MEDLOG CHILE S.A;F.VTA AFECTA RS ELECT.;17146;45663;ENRIQUE HERNANDEZ PEREZ;CREDITO30;1;'110520;BOCINA DE EMERGENCIA TSUNAMI;4;13900;0;55600;ENE2025;2;60583
2025;ENE;84.265.600-1;COMERCIAL PIO NONO LTDA;F.VTA AFECTA RS ELECT.;17147;45663;ENRIQUE HERNANDEZ PEREZ;CREDITO30;1;'10145;TARUGOS PARCHE NEUMATICOS DISPLAY 5 UNIDADES;20;600;0;12000;ENE2025;2;60584
2025;ENE;84.265.600-1;COMERCIAL PIO NONO LTDA;F.VTA AFECTA RS ELECT.;17147;45663;ENRIQUE HERNANDEZ PEREZ;CREDITO30;2;'67068;CEMENTO VULCANIZADOR 163 G. VIPAL CV00;1;15600;0;15600;ENE2025;2;60585
2025;ENE;77.432.592-1;FRANFER SPA;F.VTA AFECTA RS ELECT.;17148;45663;VENDEDOR;CREDITO30;1;DND3007;SANGRADOR DE FRENOS NEUMATICO;1;39900;-35;25935;ENE2025;2;60586
2025;ENE;86.146.400-8;SANTA ELVIRA S.A.;F.VTA AFECTA RS ELECT.;17149;45663;GIOVANNI HERNANDEZ HOFMEISTER;CREDITO30;1;RE012;RODILLO EMPUJE 1.2MM;4;98740;0;394960;ENE2025;2;60587
2025;ENE;86.146.400-8;SANTA ELVIRA S.A.;F.VTA AFECTA RS ELECT.;17149;45663;GIOVANNI HERNANDEZ HOFMEISTER;CREDITO30;2;RE010;RODILLO EMPUJE 1.0MM;4;85155;0;340620;ENE2025;2;60588
2025;ENE;77.303.371-4;QUICK PRO SPA;F.VTA AFECTA RS ELECT.;17150;45663;VENDEDOR;CONTADO;1;YT1259;"DADO ADAPTADOR 1/2"" M - 3/4"" F";3;7490;-35;14606;ENE2025;2;60589
2025;ENE;77.523.791-0;COMERCIAL CMS SPA;F.VTA AFECTA RS ELECT.;17151;45663;VENDEDOR;CREDITO30;1;'284003;CEPILLO LIMPIA CADENAS MOTO - BICICLETA;12;5900;-35;46020;ENE2025;2;60590
2025;ENE;76.655.406-7;XTREME SERVICIOS MAQUINARIAS Y EQUIPOS SPA;F.VTA AFECTA ELECT.;17152;45663;GIOVANNI HERNANDEZ HOFMEISTER;CREDITO30;1;'69750;GUANTES DIAMANTADOS NITRILO NARANJOS T/M CAJA DE 100U;3;24310;0;72930;ENE2025;2;60591
2025;ENE;76.655.406-7;XTREME SERVICIOS MAQUINARIAS Y EQUIPOS SPA;F.VTA AFECTA ELECT.;17152;45663;GIOVANNI HERNANDEZ HOFMEISTER;CREDITO30;2;YT1763;SET PARA REPARAR HILOS CON HELICOIL M5-M12 131 PIEZAS;1;105000;0;105000;ENE2025;2;60592
2025;ENE;76.655.406-7;XTREME SERVICIOS MAQUINARIAS Y EQUIPOS SPA;F.VTA AFECTA ELECT.;17152;45663;GIOVANNI HERNANDEZ HOFMEISTER;CREDITO30;3;C5060;TRABADOR RENAULT NISSAN OPEL;1;142857;0;142857;ENE2025;2;60593
2025;ENE;96.565.580-8;CIA DE LEASING TATTERSALL S A;F.VTA AFECTA RS ELECT.;17153;45663;ENRIQUE HERNANDEZ PEREZ;CREDITO30;1;YT07115;BOMBA DE TRASVASIJE PARA ACEITE;3;34000;0;102000;ENE2025;2;60594
2025;ENE;96.565.580-8;CIA DE LEASING TATTERSALL S A;F.VTA AFECTA RS ELECT.;17153;45663;ENRIQUE HERNANDEZ PEREZ;CREDITO30;2;YT6237;JUEGO DE LIMAS 3 PIEZAS;1;18800;0;18800;ENE2025;2;60595
2025;ENE;96.565.580-8;CIA DE LEASING TATTERSALL S A;F.VTA AFECTA RS ELECT.;17153;45663;ENRIQUE HERNANDEZ PEREZ;CREDITO30;3;'61903;LLAVE DE CORREA PARA FILTROS ACEITE HASTA 300MM;4;14320;0;57280;ENE2025;2;60596
2025;ENE;96.565.580-8;CIA DE LEASING TATTERSALL S A;F.VTA AFECTA RS ELECT.;17153;45663;ENRIQUE HERNANDEZ PEREZ;CREDITO30;4;YT0143;SET LLAVES NIPLERAS 4 PZS;1;15991;0;15991;ENE2025;2;60597
2025;ENE;96.565.580-8;CIA DE LEASING TATTERSALL S A;F.VTA AFECTA RS ELECT.;17153;45663;ENRIQUE HERNANDEZ PEREZ;CREDITO30;5;YT39612;JUEGO DE 3 ALICATES (CORTANTE, DE PUNTA Y UNIVERSAL);4;29250;0;117000;ENE2025;2;60598
2025;ENE;96.565.580-8;CIA DE LEASING TATTERSALL S A;F.VTA AFECTA RS ELECT.;17153;45663;ENRIQUE HERNANDEZ PEREZ;CREDITO30;6;YT2276;ALICATE PELACABLE L 170MM;4;26250;0;105000;ENE2025;2;60599
2025;ENE;96.565.580-8;CIA DE LEASING TATTERSALL S A;F.VTA AFECTA RS ELECT.;17153;45663;ENRIQUE HERNANDEZ PEREZ;CREDITO30;7;YT2451;"ALICATE CAIMAN 10"" TOMA CURVA";4;11120;0;44480;ENE2025;2;60600
2025;ENE;96.565.580-8;CIA DE LEASING TATTERSALL S A;F.VTA AFECTA RS ELECT.;17153;45663;ENRIQUE HERNANDEZ PEREZ;CREDITO30;8;YT0186;LLAVE NIPLERA ARTICULADA 14MM;4;15920;0;63680;ENE2025;2;60601
2025;ENE;96.565.580-8;CIA DE LEASING TATTERSALL S A;F.VTA AFECTA RS ELECT.;17154;45663;ENRIQUE HERNANDEZ PEREZ;CREDITO30;1;'65803;HERRAMIENTA CALIPER FRENO;2;21000;0;42000;ENE2025;2;60602
2025;ENE;96.565.580-8;CIA DE LEASING TATTERSALL S A;F.VTA AFECTA RS ELECT.;17154;45663;ENRIQUE HERNANDEZ PEREZ;CREDITO30;2;92219T;JUEGOS DE DADOS 1/2 TORX MACHOS Y HEMBRA 19 PIEZAS;1;42900;0;42900;ENE2025;2;60603
2025;ENE;96.565.580-8;CIA DE LEASING TATTERSALL S A;F.VTA AFECTA RS ELECT.;17154;45663;ENRIQUE HERNANDEZ PEREZ;CREDITO30;3;1299H4;"JGO. 9 DADOS C/PUNTA ALLEN, 1/2""";1;21600;0;21600;ENE2025;2;60604
2025;ENE;96.565.580-8;CIA DE LEASING TATTERSALL S A;F.VTA AFECTA RS ELECT.;17154;45663;ENRIQUE HERNANDEZ PEREZ;CREDITO30;4;YT05997;JUEGO DE DADOS 3/8 PARA TAPON DE CARTER 6 PIEZAS;1;18800;0;18800;ENE2025;2;60605
2025;ENE;96.565.580-8;CIA DE LEASING TATTERSALL S A;F.VTA AFECTA RS ELECT.;17154;45663;ENRIQUE HERNANDEZ PEREZ;CREDITO30;5;VI02940;LLAVE CORREA PARA FILTROS;4;9595;0;38380;ENE2025;2;60606
2025;ENE;96.565.580-8;CIA DE LEASING TATTERSALL S A;F.VTA AFECTA RS ELECT.;17154;45663;ENRIQUE HERNANDEZ PEREZ;CREDITO30;6;YT2451;"ALICATE CAIMAN 10"" TOMA CURVA";4;8452;0;33808;ENE2025;2;60607
2025;ENE;96.565.580-8;CIA DE LEASING TATTERSALL S A;F.VTA AFECTA RS ELECT.;17154;45663;ENRIQUE HERNANDEZ PEREZ;CREDITO30;7;K650;KIT CON 650 PIEZAS (BROCHES Y DESMONTADORES);1;20720;0;20720;ENE2025;2;60608
2025;ENE;96.565.580-8;CIA DE LEASING TATTERSALL S A;F.VTA AFECTA RS ELECT.;17154;45663;ENRIQUE HERNANDEZ PEREZ;CREDITO30;8;A1076;JUEGO SACA FILTROS COPA 30 PIEZAS;1;104934;0;104934;ENE2025;2;60609
2025;ENE;96.565.580-8;CIA DE LEASING TATTERSALL S A;F.VTA AFECTA RS ELECT.;17154;45663;ENRIQUE HERNANDEZ PEREZ;CREDITO30;9;YT2800;"DESTORNILLADOR DE IMPACTO ERGONOMICO DE 1/2"", 8 PIEZAS";1;24850;0;24850;ENE2025;2;60610
2025;ENE;96.565.580-8;CIA DE LEASING TATTERSALL S A;F.VTA AFECTA RS ELECT.;17154;45663;ENRIQUE HERNANDEZ PEREZ;CREDITO30;10;YT06876;CAJA SURTIDO O-RING 419 UNIDADES;1;13230;0;13230;ENE2025;2;60611
2025;ENE;96.565.580-8;CIA DE LEASING TATTERSALL S A;F.VTA AFECTA RS ELECT.;17154;45663;ENRIQUE HERNANDEZ PEREZ;CREDITO30;11;YT83113;TESTER DIGITAL BATERIA 200-1200CCA;1;45430;0;45430;ENE2025;2;60612
2025;ENE;96.565.580-8;CIA DE LEASING TATTERSALL S A;F.VTA AFECTA RS ELECT.;17154;45663;ENRIQUE HERNANDEZ PEREZ;CREDITO30;12;AL018003798001;TESTER DE CORRIENTE 6-24V;4;6293;0;25172;ENE2025;2;60613
2025;ENE;96.565.580-8;CIA DE LEASING TATTERSALL S A;F.VTA AFECTA RS ELECT.;17154;45663;ENRIQUE HERNANDEZ PEREZ;CREDITO30;13;LHEAD1;LAMPARA RECARGABLE DE CABEZA 400 LUMENES;4;18193;0;72772;ENE2025;2;60614
2025;ENE;96.565.580-8;CIA DE LEASING TATTERSALL S A;F.VTA AFECTA RS ELECT.;17154;45663;ENRIQUE HERNANDEZ PEREZ;CREDITO30;14;YT36012;REMACHADOR MANUAL;1;18130;0;18130;ENE2025;2;60615
2025;ENE;96.565.580-8;CIA DE LEASING TATTERSALL S A;F.VTA AFECTA RS ELECT.;17154;45663;ENRIQUE HERNANDEZ PEREZ;CREDITO30;15;YT1054;"JGO. DADOS IMPACTO 1/2"" LARGOS, 11 PCS.";1;34930;0;34930;ENE2025;2;60616
2025;ENE;96.565.580-8;CIA DE LEASING TATTERSALL S A;F.VTA AFECTA RS ELECT.;17154;45663;ENRIQUE HERNANDEZ PEREZ;CREDITO30;16;T00135;KIT REPARACION NEUMATICOS;2;17493;0;34986;ENE2025;2;60617
2025;ENE;96.565.580-8;CIA DE LEASING TATTERSALL S A;F.VTA AFECTA RS ELECT.;17154;45663;ENRIQUE HERNANDEZ PEREZ;CREDITO30;17;'10145;TARUGOS PARCHE NEUMATICOS DISPLAY 5 UNIDADES;5;1050;0;5250;ENE2025;2;60618
2025;ENE;96.565.580-8;CIA DE LEASING TATTERSALL S A;F.VTA AFECTA RS ELECT.;17154;45663;ENRIQUE HERNANDEZ PEREZ;CREDITO30;18;PSMTG8;PISTOLA INFLADORA CON MANOMETRO USO PESADO;2;17493;0;34986;ENE2025;2;60619
2025;ENE;96.565.580-8;CIA DE LEASING TATTERSALL S A;F.VTA AFECTA RS ELECT.;17154;45663;ENRIQUE HERNANDEZ PEREZ;CREDITO30;19;YT8273;CAUTIN ELECTRICO 80W;1;13930;0;13930;ENE2025;2;60620
2025;ENE;96.565.580-8;CIA DE LEASING TATTERSALL S A;F.VTA AFECTA RS ELECT.;17154;45663;ENRIQUE HERNANDEZ PEREZ;CREDITO30;20;HE05064;TINTE DETECTOR DE FUGAS UV 1 OZ 29.5 ML;1;15393;0;15393;ENE2025;2;60621
2025;ENE;96.565.580-8;CIA DE LEASING TATTERSALL S A;F.VTA AFECTA RS ELECT.;17154;45663;ENRIQUE HERNANDEZ PEREZ;CREDITO30;21;XMLT6UV;LINTERNA LED RECARGABLE ULTRAVIOLETA;1;16093;0;16093;ENE2025;2;60622
